CCLE_ID,depMapID,TCGA_cancer_type,COSMIC1,COSMIC2,COSMIC3,COSMIC4,COSMIC5,COSMIC6,COSMIC7,COSMIC8,COSMIC9,COSMIC10,COSMIC11,COSMIC12,COSMIC13,COSMIC14,COSMIC15,COSMIC16,COSMIC17,COSMIC18,COSMIC19,COSMIC20,COSMIC21,COSMIC22,COSMIC23,COSMIC24,COSMIC25,COSMIC26,COSMIC27,COSMIC28,COSMIC29,COSMIC30
SNU407_LARGE_INTESTINE,ACH-000955,COAD.READ,636.6458321,0,0,0,276.7419022,1587.487551,11.45917289,0,0,0,0,0,10.69225718,14.73939356,185.4545163,0,0,0,0,0,140.849193,0,0,0,0,168.6359247,0,0,0,0
SNU283_LARGE_INTESTINE,ACH-000708,COAD.READ,107.8057425,0,0,0,191.8401808,3.829757102,0,0,0,0,2.330213548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.19410603
SNU503_LARGE_INTESTINE,ACH-000683,COAD.READ,0,7.037090398,0,0,381.1472218,130.5284474,22.16339097,0,0,4.458907251,0,0,13.65282033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS675T_FIBROBLAST,ACH-000214,COAD.READ,21.7100049,0,0,0,87.02667837,0,0,0,0,0,0,0,2.548119915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71519681
HCC56_LARGE_INTESTINE,ACH-000467,COAD.READ,69.47167185,5.782682822,0,0,284.2539529,42.75485033,0,0,0,0,26.82482056,0,30.86554523,21.81069002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.23578624
RCM1_LARGE_INTESTINE,ACH-000565,COAD.READ,91.87050875,7.111495,0,0,240.081519,62.16579619,0,0,0,2.025119209,58.85590513,0,0,0,2.643387788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.95647023
RKO_LARGE_INTESTINE,ACH-000943,COAD.READ,0,9.64952483,0,0,655.9909032,2065.610986,0,0,0,0,27.39486723,0,13.21116655,195.3545679,135.7063694,0,0,0,0,0,259.4581973,0,0,0,0,436.766786,0,0,0,26.85662867
SNUC1_LARGE_INTESTINE,ACH-000722,COAD.READ,56.61972756,32.39999746,0,0,353.1972375,49.66907749,0,0,0,12.80814645,0,0,46.9679571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.14605418,0,14.19180222
SW620_LARGE_INTESTINE,ACH-000651,COAD.READ,53.78480114,2.839401857,0,0,215.2604934,78.00966301,66.64009409,0,0,0,83.34240465,0,13.75961189,45.20012686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.1634031
HCT116_LARGE_INTESTINE,ACH-000971,COAD.READ,121.4015211,4.767284739,0,0,373.3280522,2088.273572,0,0,0,0,42.16934492,0,0,4.15471304,333.9999943,0,0,0,0,0,147.0804234,0,0,0,0,217.488006,0,0,0,205.3370884
LS411N_LARGE_INTESTINE,ACH-000985,COAD.READ,0,0,0,0,755.2345637,5003.215489,0,0,0,0,330.926461,0,7.056587044,663.6550676,2.040418831,0,0,0,0,0,0,0,0,0,0,64.8714132,0,0,0,0
LOVO_LARGE_INTESTINE,ACH-000950,COAD.READ,401.8764391,0,0,0,159.1824689,1651.658239,0,0,0,0,0,0,0,23.28998821,64.91864455,0,0,0,0,0,0,0,0,0,0,209.6801085,0,0,0,44.26656066
DLD1_LARGE_INTESTINE,ACH-001061,COAD.READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LS1034_LARGE_INTESTINE,ACH-000252,COAD.READ,50.60137988,2.699978627,0,0,298.6462104,0,0,0,0,17.31277815,0,0,8.067558475,39.05266467,15.08903954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.530390272
SW48_LARGE_INTESTINE,ACH-000958,COAD.READ,109.5564527,0,0,0,235.8426434,2038.142605,0,0,0,7.770935922,397.6323804,0,7.9323701,126.88425,85.54874917,0,0,0,0,0,69.95453772,0,0,0,0,10.04231279,0,0,0,102.6927627
LS180_LARGE_INTESTINE,ACH-000957,COAD.READ,153.2550555,0,0,0,274.9489698,1003.558994,0,0,0,0,0,0,0,0,561.5200052,0,0,0,0,0,0,0,0,0,0,329.9955719,0,25.27580636,0,1.445597693
SW403_LARGE_INTESTINE,ACH-000820,COAD.READ,21.28808944,8.120427644,0,0,250.7210595,19.99436141,0,0,0,73.70743698,0,0,0,129.168625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCIH747_LARGE_INTESTINE,ACH-000403,COAD.READ,37.48366896,12.19695239,0,0,89.78443278,38.34477798,1.669349922,0,0,0,0,0,9.86270068,8.304444311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35367297
SW1417_LARGE_INTESTINE,ACH-000236,COAD.READ,53.80244025,6.092469917,0,0,113.064715,75.35782755,0,0,0,17.61966343,0,0,9.417030151,0,7.430302915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.21555081
SW948_LARGE_INTESTINE,ACH-000680,COAD.READ,61.87874805,0,0,0,340.4116558,50.61461833,0,0,0,26.61789477,0,0,31.54820871,26.93664414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.99223023
HT29_LARGE_INTESTINE,ACH-000552,COAD.READ,84.67241854,11.57133181,0,0,233.9829583,0,124.4453997,0,0,3.45517966,0,0,7.775317654,18.24469765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.85269669
KM12_LARGE_INTESTINE,ACH-000969,COAD.READ,0,6.56725413,0,0,131.5072758,1915.849918,208.6144642,0,0,0,1255.439254,0,0,0,285.0644671,0,0,0,0,0,0,0,0,0,0,158.4715782,0,0,0,145.4857857
T84_LARGE_INTESTINE,ACH-000381,COAD.READ,48.06666332,2.034799645,0,0,290.6385316,31.98220574,0,0,0,0,0,0,21.17704877,25.91720415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.18354674
CL14_LARGE_INTESTINE,ACH-000342,COAD.READ,23.35367546,0,0,0,175.0004674,54.06422078,0,0,0,2.314775739,0,0,14.56176227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67391799
CL40_LARGE_INTESTINE,ACH-000798,COAD.READ,127.8528438,4.533228009,0,0,171.8762634,38.89948988,2.700021724,0,0,9.881886675,24.41160521,0,7.65465806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS698T_FIBROBLAST,ACH-000850,COAD.READ,17.96040419,3.829391113,0,0,90.28225794,10.2331556,0,0,0,0,12.32191669,0,6.981282067,0,0,0,0,0,0,0,7.826771677,0,0,0,0,0,0,0,0,1.564820712
COLO678_LARGE_INTESTINE,ACH-000350,COAD.READ,77.38418615,9.425103366,0,0,294.2307511,0,0,0,0,12.42361108,0,0,9.679360632,17.47657256,18.07788197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.30253311
COLO320_LARGE_INTESTINE,ACH-000202,COAD.READ,26.59428064,13.68483093,0,0,295.8040105,0,0,0,0,12.98677726,0,0,0,0,23.93010071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL11_LARGE_INTESTINE,ACH-000249,COAD.READ,73.17639228,0,0,0,97.62071627,36.81658442,5.329079673,0,0,0,2.666390898,0,7.067555777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.203649136,0,11.11963155
CL34_LARGE_INTESTINE,ACH-000895,COAD.READ,268.2017303,0,0,0,154.8775541,719.4635668,0,0,0,11.51144682,5.377794039,0,5.778696762,0,129.0536554,0,0,0,0,0,0,0,0,0,0,30.60906215,0,0,0,0
SNUC2B_LARGE_INTESTINE,ACH-001199,COAD.READ,559.7455755,0,0,0,241.1013621,1450.420247,0,0,0,0,0,0,3.298526803,272.5053074,212.8413903,0,0,0,0,0,5.384932809,0,0,0,0,73.66860197,0,0,0,56.03405643
HRT18_LARGE_INTESTINE,ACH-001091,COAD.READ,0,12.4595006,0,0,69.50677441,252.1875226,3.958368973,0,0,25.85557288,0,0,0,370.6265811,0,0,0,0,0,0,0,0,0,0,0,82.40567945,0,0,0,0
CACO2_LARGE_INTESTINE,ACH-000003,COAD.READ,34.51999492,5.043735416,0,0,93.87304462,0,24.78932105,0,0,0,7.134621631,0,34.40932094,0,0,0,0,0,0,0,2.229961427,0,0,0,0,0,0,0,0,0
CAR1_LARGE_INTESTINE,ACH-002345,COAD.READ,17.40097903,6.657760687,0,0,162.4518697,85.10999905,12.46337282,0,0,5.194418372,0,0,16.9019183,0,0,0,0,0,0,0,0,0,0,0,0,2.246360207,0,0,0,30.83045072
GP5D_LARGE_INTESTINE,ACH-001345,COAD.READ,284.739222,0,0,0,859.4698137,590.7611352,0,0,0,0,129.591508,0,0,0,714.8595672,0,0,0,0,0,2361.319034,0,0,0,0,716.2463676,0,0,0,364.0133527
HCC2998_LARGE_INTESTINE,ACH-001081,COAD.READ,65.20782779,0,0,0,224.2447784,48.40311606,0,0,0,6654.135364,0,0,8.785496929,0,252.7752903,0,0,0,0,0,33.52450725,0,0,0,0,30.14673461,0,1107.317581,0,105.4593036
NCIH630_LARGE_INTESTINE,ACH-002287,COAD.READ,74.40293584,42.75128146,0,0,427.0700204,1633.795737,37.36975059,0,0,0,36.55490819,0,13.28407466,228.0772047,44.82410927,0,0,0,0,0,15.07208118,0,0,0,0,0,0,0,0,84.35334283
SW626_LARGE_INTESTINE,ACH-001399,COAD.READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIFI_LARGE_INTESTINE,ACH-002233,COAD.READ,42.99276439,8.714068535,0,0,168.8561945,34.87423992,0,0,0,9.259573898,0,0,1.535435143,8.09581931,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33123431,0,1.340669939
LIM1215_LARGE_INTESTINE,ACH-001546,COAD.READ,116.6840598,0,0,0,30.3651862,548.751796,1.503409589,0,0,0,0,0,4.153865148,13.65469634,82.15393159,0,0,0,0,0,17.562958,0,0,0,0,87.06360708,0,0,0,51.10649004
GEO_LARGE_INTESTINE,ACH-002394,COAD.READ,81.094184,0,0,0,235.5111069,5.609592143,17.13438535,0,0,16.40086787,0,0,13.14455086,7.715948945,18.13856507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25079885
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000707,DLBC,43.68914836,9.543629531,0,0,301.0625979,42.02842671,0,0,0,0,0,0,13.49592052,0,10.18027701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000285,DLBC,49.62088991,10.43110524,0,0,184.5997797,70.75222626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000654,DLBC,47.49429961,7.471857402,0,0,338.5173555,34.75316299,0,0,0,0,0,0,8.763324548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000245,DLBC,29.84554292,8.166459338,0,0,212.2861902,41.54939221,0,0,0,0,0,0,1.101372429,0,8.051042852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000157,DLBC,43.40259273,5.384309565,0,0,354.803789,33.50355521,0,0,0,0,0,0,12.18241919,0,33.72333431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000697,DLBC,96.64717227,18.3485518,0,0,536.2022931,137.4912382,0,0,0,0,0,0,7.306890002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000583,DLBC,31.6672226,5.246705808,0,0,307.2477571,21.13938313,0,0,0,0,0,0,7.895729929,0,8.803201461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000440,DLBC,60.53922894,2.455642226,0,0,202.0732997,59.65133617,0,0,0,0,0,0,4.520800834,0,0,0,0,0,0,0,3.759691923,0,0,0,0,0,0,0,0,0
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000923,DLBC,24.3694644,313.0819489,0,0,178.953505,22.89893428,0,0,0,0,0,0,340.6961133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000334,DLBC,52.60599709,0,0,0,319.9805277,37.43260227,0,0,0,0,0,0,4.795778536,0,16.18509436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000162,DLBC,17.32287191,0,0,0,175.1159903,93.31329662,0,0,0,0,0,0,10.05032084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000877,DLBC,62.26848652,9.073370383,0,0,317.7418898,72.06238249,0,0,0,0,0,0,5.09318012,0,0,0,0,0,0,0,3.760690673,0,0,0,0,0,0,0,0,0
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000786,DLBC,468.0357433,803.794712,0,0,24589.52682,2194.223681,0,0,0,0,0,0,98.9817337,0,0,0,0,0,0,0,0,0,0,0,0,7287.437309,0,0,0,0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,DLBC,0,0,0,0,172.5847028,0,0,0,0,0,0,0,0,0,246.3201224,0,0,0,0,0,118.6064975,0,0,0,0,1587.488677,0,0,0,0
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000151,DLBC,44.94916987,0,0,0,181.270107,0,0,0,0,0,0,0,6.006978431,0,5.150725106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000944,DLBC,54.19846887,18.74086914,0,0,823.1011047,71.42339139,0,0,0,0,0,0,0,0,64.53616586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000656,DLBC,60.307617,16.30171792,0,0,316.592428,95.56890316,0,0,0,0,0,0,0,0,5.229333925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000158,DLBC,28.43324936,1.252207717,0,0,220.0645034,47.06200374,0,0,0,0,0,0,4.7558405,0,10.43219525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000402,DLBC,33.63308026,15.2429066,0,0,158.9850868,77.8244597,0,0,0,0,0,0,5.314466654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000687,DLBC,91.46141091,3.094696654,0,0,276.4208855,41.67094073,0,0,0,0,0,0,9.520717073,0,64.83134909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000406,DLBC,24.90309508,11.30867854,0,0,261.733074,42.05515236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001146,DLBC,9.566698705,0,0,0,32.41669487,0,0,0,0,0,0,0,0,0,7.193136597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000567,DLBC,39.70092922,8.77095384,0,0,216.8634462,17.21127961,0,0,0,0,0,0,0,0,24.45339114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000371,DLBC,27.00877988,0,0,0,259.8719605,0,0,0,0,0,0,0,5.643040763,0,78.30037086,0,0,0,0,0,17.79081289,0,0,0,0,39.44414444,0,0,0,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,DLBC,40.83226861,7.003142782,0,0,103.4589945,27.27734194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044050231,0,0,0,0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357,DLBC,34.96053953,10.4742724,0,0,189.2689912,69.47648143,0,0,0,0,0,0,7.611626785,0,0,0,0,0,0,0,6.109998972,0,0,0,0,0,0,0,0,0
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000388,DLBC,28.48125579,10.72862221,0,0,166.1410308,96.48478171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000271,DLBC,27.14238956,11.08274579,0,0,165.6544255,14.22199044,0,0,0,0,0,0,0,0,16.89844872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000365,DLBC,54.13919042,7.052590062,0,0,234.7361096,13.78898569,0,0,0,0,0,0,2.283124195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000124,DLBC,35.04868483,0,0,0,123.7620993,37.96371301,0,0,0,0,0,0,7.675777462,0,19.54972536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000220,DLBC,51.34856852,10.18412999,0,0,163.8860976,56.59436761,0,0,0,0,0,0,2.986836265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000056,DLBC,26.51168282,10.15102873,0,0,161.1671182,0,0,0,0,0,0,0,1.171716445,0,14.99845384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000398,DLBC,20.01491448,6.045085809,0,0,71.56018352,32.76879063,0,0,0,0,0,0,1.439559939,0,10.17146562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000315,DLBC,43.29491465,1.277878965,0,0,292.415346,0,0,0,0,0,0,0,2.84188369,0,30.09794057,0,0,0,0,0,0,0,0,0,0,35.07203609,0,0,0,0
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000140,DLBC,21.28804552,4.919981987,0,0,83.38079295,23.17528134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000287,DLBC,36.72927155,21.14010111,0,0,175.3817842,93.13853823,0,0,0,0,0,0,0,0,10.61030492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000611,DLBC,44.5493546,51.88299102,0,0,405.3105649,110.1742527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000068,DLBC,39.61190542,0,0,0,135.8213089,39.84716561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71962007,0,0,0,0,0,0,0,0,0
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000660,DLBC,65.31269173,10.00082299,0,0,310.0910372,33.25705496,0,0,0,0,0,0,4.338393127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000534,DLBC,45.52522977,5.511083352,0,0,207.4079398,17.62238899,0,0,0,0,0,0,5.594513354,0,15.33884475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002214,DLBC,6.940610271,68.8221177,0,0,112.8238522,79.99006708,0,0,0,0,0,0,0,0,14.42335271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002220,DLBC,37.90889426,233.188983,0,0,203.6304796,47.34831301,0,0,0,0,0,0,12.90637391,0,11.75741532,0,0,0,0,0,0,0,0,0,0,15.25954089,0,0,0,0
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002221,DLBC,67.36906868,6.064878672,0,0,242.8870362,43.02541393,0,0,0,0,0,0,5.209547018,0,39.99662829,0,0,0,0,0,10.4474272,0,0,0,0,0,0,0,0,0
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001498,DLBC,6.023012739,0,0,0,190.4856741,358.3790902,0,0,0,0,0,0,0,0,530.8037204,0,0,0,0,0,0,0,0,0,0,360.3085025,0,0,0,0
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002253,DLBC,35.19253655,446.0605527,0,0,330.1662668,22.79779923,0,0,0,0,0,0,157.7828447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002254,DLBC,45.16937259,0,0,0,228.9069647,67.80194054,0,0,0,0,0,0,5.898014456,0,19.75431544,0,0,0,0,0,3.895711846,0,0,0,0,9.573680434,0,0,0,0
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001638,DLBC,70.34656813,40.45726064,0,0,388.4104129,186.0604806,0,0,0,0,0,0,7.695251108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001642,DLBC,26.16923836,29.92145185,0,0,273.2738286,52.63548123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002062,DLBC,43.86428375,7.164586567,0,0,383.0341627,65.53004532,0,0,0,0,0,0,5.406921703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002307,DLBC,41.32101184,6.034886901,0,0,152.3564793,38.76414709,0,0,0,0,0,0,2.888639763,0,33.63483509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002313,DLBC,77.83794894,8.332851681,0,0,278.6451736,32.47695565,0,0,0,0,0,0,13.55622316,0,8.150846972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002314,DLBC,29.76069624,3.216797843,0,0,322.4525064,27.84653732,0,0,0,0,0,0,4.72346221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001703,DLBC,40.52113313,11.29196561,0,0,192.2773346,0,0,0,0,0,0,0,1.518981576,0,33.38164177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002215,DLBC,20.4941471,595.8769403,0,0,45.01420436,21.5424669,0,0,0,0,0,0,254.0722413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001617,DLBC,35.75828461,3.549310451,0,0,129.023992,15.36241439,0,0,0,0,0,0,2.634713619,0,13.6619604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002392,DLBC,34.39146637,9.256221016,0,0,144.3555589,23.26280853,0,0,0,0,0,0,0,0,6.133798931,0,0,0,0,0,0,0,0,0,0,2.380174004,0,0,0,0
KYSE450_OESOPHAGUS,ACH-000865,ESCA,51.35868778,0,0,202.5012287,321.9360085,98.44442114,185.9608229,0,0,0,0,0,57.58491121,0,0,0,1.213919717,0,0,0,0,0,0,0,0,0,0,0,0,0
TE10_OESOPHAGUS,ACH-000318,ESCA,54.03072032,11.03148662,0,21.6348828,197.8120002,50.88342733,27.19730017,0,0,0,0,0,15.69758273,0,0,0,1.712599777,0,0,0,0,0,0,0,0,0,0,0,0,0
TE6_OESOPHAGUS,ACH-000605,ESCA,48.00598128,0,0,77.59349861,193.7144005,105.1195004,84.24874861,0,0,0,0,0,27.01673096,0,0,0,0,0,0,0,7.301139631,0,0,0,0,0,0,0,0,0
TE4_OESOPHAGUS,ACH-000917,ESCA,37.93618962,34.37374552,0,696.6687726,104.5642928,293.223518,96.28474658,0,0,0,0,0,22.97324556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECGI10_OESOPHAGUS,ACH-000305,ESCA,49.72089068,11.64879117,0,42.73911318,202.4524814,32.02657992,26.75328416,0,0,0,0,0,49.07613679,0,0,0,12.58272265,0,0,0,0,0,0,0,0,0,0,0,0,0
TE14_OESOPHAGUS,ACH-000726,ESCA,79.57576923,15.39338018,0,0,198.8995165,12.31092785,59.90421008,0,0,0,0,0,32.91619618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE8_OESOPHAGUS,ACH-000452,ESCA,64.65872707,35.89737813,0,53.78795235,141.5671777,33.13905017,8.810767085,0,0,0,0,0,18.09497867,0,0,0,0,0,0,0,0,0,0,0,0,21.04396882,0,0,0,0
OE33_OESOPHAGUS,ACH-000383,ESCA,48.30782876,4.684369525,0,41.51657185,78.88444293,44.30392953,23.68568282,0,0,0,0,0,10.23287296,0,0,0,38.61837738,0,0,0,5.765924251,0,0,0,0,0,0,0,0,0
KYSE410_OESOPHAGUS,ACH-000809,ESCA,38.85822051,0,0,179.4111781,311.8995762,146.5909538,372.6154547,0,0,0,0,0,84.03728836,0,0,0,4.587328344,0,0,0,0,0,0,0,0,0,0,0,0,0
KYSE140_OESOPHAGUS,ACH-000823,ESCA,41.60782718,0,0,54.66648756,279.748802,57.22071631,412.3467673,0,0,0,0,0,9.18091922,0,0,17.50422865,7.724251734,0,0,0,0,0,0,0,0,0,0,0,0,0
KYSE180_OESOPHAGUS,ACH-000693,ESCA,58.031768,0,0,42.71509287,217.7937097,97.33545125,330.2487998,0,0,0,0,0,23.72291146,0,7.152266903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE9_OESOPHAGUS,ACH-000694,ESCA,65.52425812,92.88448611,0,82.02893388,211.6424696,23.76740846,86.84752336,0,0,0,0,0,173.4795022,0,1.376634749,0,2.448783539,0,0,0,0,0,0,0,0,0,0,0,0,0
KYSE520_OESOPHAGUS,ACH-000637,ESCA,44.63563922,0,0,75.61033467,164.2552512,111.5953394,142.464617,0,0,0,0,0,34.0495917,0,0,0,6.389226844,0,0,0,0,0,0,0,0,0,0,0,0,0
KYSE270_OESOPHAGUS,ACH-000873,ESCA,51.72535236,0,0,112.5612524,324.3569372,9.808341724,423.8572319,0,0,0,0,0,73.69088438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
